ent_station,ext_station,ent_time_period,riders_average_sunday
New Carrollton,Ballston,AM Peak,4.75
New Carrollton,Benning Road,AM Peak,1.5
New Carrollton,Bethesda,AM Peak,2.5
New Carrollton,Braddock Road,AM Peak,0.25
New Carrollton,Branch Avenue,AM Peak,6.0
New Carrollton,Brookland,AM Peak,0.75
New Carrollton,Capitol Heights,AM Peak,2.5
New Carrollton,Capitol South,AM Peak,2.25
New Carrollton,Cheverly,AM Peak,0.5
New Carrollton,Clarendon,AM Peak,2.25
New Carrollton,Cleveland Park,AM Peak,7.25
New Carrollton,College Park-U of MD,AM Peak,0.5
New Carrollton,Columbia Heights,AM Peak,4.0
New Carrollton,Congress Heights,AM Peak,1.0
New Carrollton,Court House,AM Peak,1.25
New Carrollton,Crystal City,AM Peak,3.75
New Carrollton,Deanwood,AM Peak,5.75
New Carrollton,Dunn Loring,AM Peak,1.75
New Carrollton,Dupont Circle,AM Peak,7.5
New Carrollton,East Falls Church,AM Peak,2.0
New Carrollton,Eastern Market,AM Peak,9.25
New Carrollton,Farragut North,AM Peak,3.75
New Carrollton,Farragut West,AM Peak,9.5
New Carrollton,Federal Center SW,AM Peak,8.25
New Carrollton,Federal Triangle,AM Peak,68.75
New Carrollton,Foggy Bottom,AM Peak,24.25
New Carrollton,Fort Totten,AM Peak,0.75
New Carrollton,Franconia-Springfield,AM Peak,1.75
New Carrollton,Friendship Heights,AM Peak,4.25
New Carrollton,Gallery Place-Chinatown,AM Peak,6.25
New Carrollton,Georgia Avenue-Petworth,AM Peak,1.0
New Carrollton,Glenmont,AM Peak,0.5
New Carrollton,Greenbelt,AM Peak,0.25
New Carrollton,Huntington,AM Peak,0.75
New Carrollton,Judiciary Square,AM Peak,0.75
New Carrollton,King Street,AM Peak,3.0
New Carrollton,Landover,AM Peak,5.0
New Carrollton,Largo Town Center,AM Peak,5.0
New Carrollton,L'Enfant Plaza,AM Peak,8.5
New Carrollton,McPherson Square,AM Peak,9.0
New Carrollton,Medical Center,AM Peak,1.5
New Carrollton,Metro Center,AM Peak,25.25
New Carrollton,Minnesota Avenue,AM Peak,11.75
New Carrollton,Morgan Blvd.,AM Peak,1.0
New Carrollton,Mt. Vernon Square-UDC,AM Peak,3.5
New Carrollton,Navy Yard,AM Peak,3.75
New Carrollton,Naylor Road,AM Peak,1.75
New Carrollton,New Carrollton,AM Peak,4.5
New Carrollton,New York Ave,AM Peak,2.25
New Carrollton,Pentagon,AM Peak,3.5
New Carrollton,Pentagon City,AM Peak,6.75
New Carrollton,Potomac Avenue,AM Peak,5.0
New Carrollton,Reagan Washington National Airport,AM Peak,7.25
New Carrollton,Rhode Island Avenue,AM Peak,1.0
New Carrollton,Rockville,AM Peak,1.75
New Carrollton,Rosslyn,AM Peak,4.25
New Carrollton,Shady Grove,AM Peak,2.0
New Carrollton,Shaw-Howard University,AM Peak,3.0
New Carrollton,Silver Spring,AM Peak,0.5
New Carrollton,Smithsonian,AM Peak,74.5
New Carrollton,Southern Avenue,AM Peak,1.5
New Carrollton,Stadium-Armory,AM Peak,3.5
New Carrollton,Suitland,AM Peak,2.5
New Carrollton,Takoma,AM Peak,1.0
New Carrollton,Tenleytown-AU,AM Peak,4.75
New Carrollton,Twinbrook,AM Peak,1.75
New Carrollton,U Street-Cardozo,AM Peak,1.75
New Carrollton,Union Station,AM Peak,8.75
New Carrollton,Van Dorn Street,AM Peak,0.5
New Carrollton,Van Ness-UDC,AM Peak,3.5
New Carrollton,Vienna,AM Peak,4.25
New Carrollton,Virginia Square-GMU,AM Peak,2.25
New Carrollton,Waterfront,AM Peak,2.25
New Carrollton,West Falls Church,AM Peak,2.0
New Carrollton,West Hyattsville,AM Peak,0.25
New Carrollton,Wheaton,AM Peak,0.5
New Carrollton,White Flint,AM Peak,1.0
New Carrollton,Woodley Park-Zoo,AM Peak,12.25
New York Ave,Addison Road,AM Peak,0.5
New York Ave,Anacostia,AM Peak,3.5
New York Ave,Archives-Navy Memorial,AM Peak,5.0
New York Ave,Arlington Cemetery,AM Peak,2.75
New York Ave,Ballston,AM Peak,1.5
New York Ave,Benning Road,AM Peak,1.0
New York Ave,Bethesda,AM Peak,3.25
New York Ave,Braddock Road,AM Peak,1.25
New York Ave,Branch Avenue,AM Peak,0.5
New York Ave,Brookland,AM Peak,7.75
New York Ave,Capitol Heights,AM Peak,0.5
New York Ave,Capitol South,AM Peak,0.25
New York Ave,Clarendon,AM Peak,0.25
New York Ave,Cleveland Park,AM Peak,2.75
New York Ave,College Park-U of MD,AM Peak,0.25
New York Ave,Columbia Heights,AM Peak,3.5
New York Ave,Congress Heights,AM Peak,1.75
New York Ave,Court House,AM Peak,0.25
New York Ave,Crystal City,AM Peak,0.25
New York Ave,Deanwood,AM Peak,0.5
New York Ave,Dunn Loring,AM Peak,0.75
New York Ave,Dupont Circle,AM Peak,8.25
New York Ave,East Falls Church,AM Peak,1.5
New York Ave,Eisenhower Avenue,AM Peak,0.25
New York Ave,Farragut North,AM Peak,2.5
New York Ave,Farragut West,AM Peak,0.75
New York Ave,Federal Triangle,AM Peak,3.75
New York Ave,Foggy Bottom,AM Peak,3.75
New York Ave,Forest Glen,AM Peak,0.5
New York Ave,Fort Totten,AM Peak,7.75
New York Ave,Franconia-Springfield,AM Peak,1.75
New York Ave,Friendship Heights,AM Peak,2.25
New York Ave,Gallery Place-Chinatown,AM Peak,6.5
New York Ave,Georgia Avenue-Petworth,AM Peak,0.75
New York Ave,Glenmont,AM Peak,2.25
New York Ave,Greenbelt,AM Peak,2.0
New York Ave,Huntington,AM Peak,3.25
New York Ave,Judiciary Square,AM Peak,1.25
New York Ave,King Street,AM Peak,1.0
New York Ave,Landover,AM Peak,0.25
New York Ave,Largo Town Center,AM Peak,2.75
New York Ave,L'Enfant Plaza,AM Peak,3.25
New York Ave,McPherson Square,AM Peak,0.75
New York Ave,Medical Center,AM Peak,1.0
New York Ave,Metro Center,AM Peak,16.25
New York Ave,Minnesota Avenue,AM Peak,0.5
New York Ave,Mt. Vernon Square-UDC,AM Peak,0.75
New York Ave,Navy Yard,AM Peak,0.25
New York Ave,Naylor Road,AM Peak,2.0
New York Ave,New York Ave,AM Peak,3.75
New York Ave,Pentagon,AM Peak,1.25
New York Ave,Pentagon City,AM Peak,1.0
New York Ave,Potomac Avenue,AM Peak,0.5
New York Ave,Prince George's Plaza,AM Peak,0.75
New York Ave,Reagan Washington National Airport,AM Peak,5.5
New York Ave,Rhode Island Avenue,AM Peak,6.0
New York Ave,Rockville,AM Peak,2.25
New York Ave,Rosslyn,AM Peak,1.0
New York Ave,Shady Grove,AM Peak,5.0
New York Ave,Silver Spring,AM Peak,9.0
New York Ave,Smithsonian,AM Peak,7.75
New York Ave,Southern Avenue,AM Peak,1.25
New York Ave,Stadium-Armory,AM Peak,0.5
New York Ave,Suitland,AM Peak,1.5
New York Ave,Takoma,AM Peak,3.5
New York Ave,Tenleytown-AU,AM Peak,2.5
New York Ave,Twinbrook,AM Peak,1.25
New York Ave,U Street-Cardozo,AM Peak,0.5
New York Ave,Union Station,AM Peak,19.0
New York Ave,Van Dorn Street,AM Peak,1.0
New York Ave,Vienna,AM Peak,1.5
New York Ave,Virginia Square-GMU,AM Peak,0.25
New York Ave,Waterfront,AM Peak,4.0
New York Ave,West Falls Church,AM Peak,1.5
New York Ave,West Hyattsville,AM Peak,1.5
New York Ave,Wheaton,AM Peak,0.5
New York Ave,Woodley Park-Zoo,AM Peak,4.25
Pentagon,Addison Road,AM Peak,1.0
Pentagon,Anacostia,AM Peak,1.5
Pentagon,Archives-Navy Memorial,AM Peak,5.5
Pentagon,Arlington Cemetery,AM Peak,8.0
Pentagon,Ballston,AM Peak,1.0
Pentagon,Benning Road,AM Peak,2.5
Pentagon,Bethesda,AM Peak,1.5
Pentagon,Braddock Road,AM Peak,1.0
Pentagon,Branch Avenue,AM Peak,2.0
Pentagon,Brookland,AM Peak,1.25
Pentagon,Capitol Heights,AM Peak,1.0
Pentagon,Capitol South,AM Peak,1.75
Pentagon,Cheverly,AM Peak,0.25
Pentagon,Clarendon,AM Peak,0.5
Pentagon,Cleveland Park,AM Peak,1.75
Pentagon,College Park-U of MD,AM Peak,0.25
Pentagon,Columbia Heights,AM Peak,9.5
Pentagon,Court House,AM Peak,1.0
Pentagon,Crystal City,AM Peak,22.0
Pentagon,Dunn Loring,AM Peak,1.0
Pentagon,Dupont Circle,AM Peak,7.0
Pentagon,Eastern Market,AM Peak,3.5
Pentagon,Eisenhower Avenue,AM Peak,1.5
Pentagon,Farragut North,AM Peak,1.75
Pentagon,Farragut West,AM Peak,7.5
Pentagon,Federal Center SW,AM Peak,0.5
Pentagon,Federal Triangle,AM Peak,2.25
Pentagon,Foggy Bottom,AM Peak,16.0
Pentagon,Fort Totten,AM Peak,1.5
Pentagon,Franconia-Springfield,AM Peak,2.5
Pentagon,Friendship Heights,AM Peak,1.25
Pentagon,Gallery Place-Chinatown,AM Peak,15.75
Pentagon,Georgia Avenue-Petworth,AM Peak,4.25
Pentagon,Glenmont,AM Peak,0.5
Pentagon,Greenbelt,AM Peak,1.75
Pentagon,Grosvenor,AM Peak,0.25
Pentagon,Huntington,AM Peak,11.25
Pentagon,Judiciary Square,AM Peak,0.75
Pentagon,King Street,AM Peak,4.5
Pentagon,Landover,AM Peak,0.5
Pentagon,Largo Town Center,AM Peak,0.75
Pentagon,L'Enfant Plaza,AM Peak,5.75
Pentagon,McPherson Square,AM Peak,7.25
Pentagon,Metro Center,AM Peak,14.25
Pentagon,Minnesota Avenue,AM Peak,0.75
Pentagon,Morgan Blvd.,AM Peak,1.0
Pentagon,Mt. Vernon Square-UDC,AM Peak,4.25
Pentagon,Navy Yard,AM Peak,3.5
Pentagon,Naylor Road,AM Peak,0.5
Pentagon,New Carrollton,AM Peak,1.0
Pentagon,New York Ave,AM Peak,3.25
Pentagon,Pentagon,AM Peak,0.25
Pentagon,Pentagon City,AM Peak,6.5
Pentagon,Potomac Avenue,AM Peak,2.5
Pentagon,Prince George's Plaza,AM Peak,0.25
Pentagon,Reagan Washington National Airport,AM Peak,6.5
Pentagon,Rhode Island Avenue,AM Peak,1.75
Pentagon,Rockville,AM Peak,0.5
Pentagon,Rosslyn,AM Peak,12.0
Pentagon,Shady Grove,AM Peak,2.5
Pentagon,Shaw-Howard University,AM Peak,3.0
Pentagon,Silver Spring,AM Peak,7.0
Pentagon,Smithsonian,AM Peak,7.0
Pentagon,Southern Avenue,AM Peak,1.25
Pentagon,Suitland,AM Peak,3.75
Pentagon,Takoma,AM Peak,0.25
Pentagon,Tenleytown-AU,AM Peak,1.25
Pentagon,Twinbrook,AM Peak,0.25
Pentagon,U Street-Cardozo,AM Peak,1.25
Pentagon,Union Station,AM Peak,8.0
Pentagon,Van Dorn Street,AM Peak,1.75
Pentagon,Van Ness-UDC,AM Peak,0.25
Pentagon,Waterfront,AM Peak,3.75
Pentagon,West Falls Church,AM Peak,0.5
Pentagon,West Hyattsville,AM Peak,0.25
Pentagon,Wheaton,AM Peak,1.25
Pentagon,Woodley Park-Zoo,AM Peak,2.25
Pentagon City,Addison Road,AM Peak,0.75
Pentagon City,Anacostia,AM Peak,2.25
Pentagon City,Archives-Navy Memorial,AM Peak,17.5
Pentagon City,Arlington Cemetery,AM Peak,21.5
Pentagon City,Ballston,AM Peak,2.5
Pentagon City,Benning Road,AM Peak,1.0
Pentagon City,Bethesda,AM Peak,1.25
Pentagon City,Braddock Road,AM Peak,2.5
Pentagon City,Branch Avenue,AM Peak,6.0
Pentagon City,Brookland,AM Peak,5.5
Pentagon City,Capitol Heights,AM Peak,1.0
Pentagon City,Capitol South,AM Peak,4.25
Pentagon City,Cheverly,AM Peak,0.25
