ent_station,ext_station,riders_average_weekday_late_night
Friendship Heights,Farragut North,3.0
Friendship Heights,Foggy Bottom,0.375
Friendship Heights,Forest Glen,0.5
Friendship Heights,Fort Totten,3.0
Friendship Heights,Franconia-Springfield,0.5
Friendship Heights,Friendship Heights,6.75
Friendship Heights,Gallery Place-Chinatown,1.625
Friendship Heights,Georgia Avenue-Petworth,1.625
Friendship Heights,Glenmont,0.875
Friendship Heights,Greenbelt,0.375
Friendship Heights,Grosvenor,6.625
Friendship Heights,Huntington,0.5
Friendship Heights,Judiciary Square,0.375
Friendship Heights,King Street,0.25
Friendship Heights,McPherson Square,0.125
Friendship Heights,Medical Center,1.625
Friendship Heights,Metro Center,1.375
Friendship Heights,Morgan Blvd.,0.375
Friendship Heights,Mt. Vernon Square-UDC,1.0
Friendship Heights,Navy Yard,0.125
Friendship Heights,Naylor Road,0.625
Friendship Heights,New Carrollton,0.5
Friendship Heights,New York Ave,2.0
Friendship Heights,Pentagon,0.125
Friendship Heights,Pentagon City,0.5
Friendship Heights,Potomac Avenue,0.75
Friendship Heights,Prince George's Plaza,0.75
Friendship Heights,Reagan Washington National Airport,0.125
Friendship Heights,Rhode Island Avenue,1.625
Friendship Heights,Rockville,6.25
Friendship Heights,Rosslyn,0.5
Friendship Heights,Shady Grove,8.25
Friendship Heights,Shaw-Howard University,0.5
Friendship Heights,Silver Spring,3.375
Friendship Heights,Southern Avenue,2.0
Friendship Heights,Stadium-Armory,0.125
Friendship Heights,Suitland,0.75
Friendship Heights,Takoma,1.125
Friendship Heights,Tenleytown-AU,8.0
Friendship Heights,Twinbrook,7.875
Friendship Heights,U Street-Cardozo,0.375
Friendship Heights,Union Station,1.0
Friendship Heights,Van Ness-UDC,3.375
Friendship Heights,Vienna,0.125
Friendship Heights,Virginia Square-GMU,0.25
Friendship Heights,Waterfront,0.125
Friendship Heights,West Falls Church,0.125
Friendship Heights,Wheaton,1.25
Friendship Heights,White Flint,3.375
Friendship Heights,Woodley Park-Zoo,10.625
Gallery Place-Chinatown,Addison Road,5.125
Gallery Place-Chinatown,Anacostia,42.625
Gallery Place-Chinatown,Archives-Navy Memorial,0.875
Gallery Place-Chinatown,Ballston,12.5
Gallery Place-Chinatown,Benning Road,10.25
Gallery Place-Chinatown,Bethesda,48.375
Gallery Place-Chinatown,Braddock Road,16.25
Gallery Place-Chinatown,Branch Avenue,29.5
Gallery Place-Chinatown,Brookland,38.375
Gallery Place-Chinatown,Capitol Heights,4.625
Gallery Place-Chinatown,Capitol South,3.75
Gallery Place-Chinatown,Cheverly,2.75
Gallery Place-Chinatown,Clarendon,4.375
Gallery Place-Chinatown,Cleveland Park,20.375
Gallery Place-Chinatown,College Park-U of MD,28.875
Gallery Place-Chinatown,Columbia Heights,125.625
Gallery Place-Chinatown,Congress Heights,13.625
Gallery Place-Chinatown,Court House,7.0
Gallery Place-Chinatown,Crystal City,38.125
Gallery Place-Chinatown,Deanwood,4.875
Gallery Place-Chinatown,Dunn Loring,8.375
Gallery Place-Chinatown,Dupont Circle,66.75
Gallery Place-Chinatown,East Falls Church,12.75
Gallery Place-Chinatown,Eastern Market,10.75
Gallery Place-Chinatown,Eisenhower Avenue,12.0
Gallery Place-Chinatown,Farragut North,19.375
Gallery Place-Chinatown,Farragut West,0.875
Gallery Place-Chinatown,Federal Center SW,0.375
Gallery Place-Chinatown,Federal Triangle,0.125
Gallery Place-Chinatown,Foggy Bottom,11.625
Gallery Place-Chinatown,Forest Glen,17.125
Gallery Place-Chinatown,Fort Totten,94.625
Gallery Place-Chinatown,Franconia-Springfield,30.625
Gallery Place-Chinatown,Friendship Heights,26.5
Gallery Place-Chinatown,Gallery Place-Chinatown,66.0
Gallery Place-Chinatown,Georgia Avenue-Petworth,43.5
Gallery Place-Chinatown,Glenmont,51.0
Gallery Place-Chinatown,Greenbelt,45.0
Gallery Place-Chinatown,Grosvenor,50.375
Gallery Place-Chinatown,Huntington,39.5
Gallery Place-Chinatown,Judiciary Square,0.5
Gallery Place-Chinatown,King Street,27.625
Gallery Place-Chinatown,L'Enfant Plaza,12.5
Gallery Place-Chinatown,Landover,3.875
Gallery Place-Chinatown,Largo Town Center,5.75
Gallery Place-Chinatown,McPherson Square,2.125
Gallery Place-Chinatown,Medical Center,5.5
Gallery Place-Chinatown,Metro Center,3.25
Gallery Place-Chinatown,Minnesota Avenue,3.625
Gallery Place-Chinatown,Morgan Blvd.,2.75
Gallery Place-Chinatown,Mt. Vernon Square-UDC,5.0
Gallery Place-Chinatown,Navy Yard,24.5
Gallery Place-Chinatown,Naylor Road,21.375
Gallery Place-Chinatown,New Carrollton,16.375
Gallery Place-Chinatown,New York Ave,23.625
Gallery Place-Chinatown,Pentagon,7.5
Gallery Place-Chinatown,Pentagon City,61.375
Gallery Place-Chinatown,Potomac Avenue,7.0
Gallery Place-Chinatown,Prince George's Plaza,20.625
Gallery Place-Chinatown,Reagan Washington National Airport,2.875
Gallery Place-Chinatown,Rhode Island Avenue,16.0
Gallery Place-Chinatown,Rockville,24.875
Gallery Place-Chinatown,Rosslyn,12.5
Gallery Place-Chinatown,Shady Grove,68.25
Gallery Place-Chinatown,Shaw-Howard University,29.625
Gallery Place-Chinatown,Silver Spring,84.75
Gallery Place-Chinatown,Smithsonian,1.125
Gallery Place-Chinatown,Southern Avenue,17.25
Gallery Place-Chinatown,Stadium-Armory,4.5
Gallery Place-Chinatown,Suitland,28.75
Gallery Place-Chinatown,Takoma,21.0
Gallery Place-Chinatown,Tenleytown-AU,28.875
Gallery Place-Chinatown,Twinbrook,18.0
Gallery Place-Chinatown,U Street-Cardozo,66.75
Gallery Place-Chinatown,Union Station,29.0
Gallery Place-Chinatown,Van Dorn Street,6.5
Gallery Place-Chinatown,Van Ness-UDC,29.875
Gallery Place-Chinatown,Vienna,24.75
Gallery Place-Chinatown,Virginia Square-GMU,3.25
Gallery Place-Chinatown,Waterfront,21.875
Gallery Place-Chinatown,West Falls Church,8.125
Gallery Place-Chinatown,West Hyattsville,24.5
Gallery Place-Chinatown,Wheaton,28.75
Gallery Place-Chinatown,White Flint,17.125
Gallery Place-Chinatown,Woodley Park-Zoo,34.25
Georgia Avenue-Petworth,Addison Road,0.5
Georgia Avenue-Petworth,Anacostia,7.375
Georgia Avenue-Petworth,Archives-Navy Memorial,0.375
Georgia Avenue-Petworth,Ballston,0.75
Georgia Avenue-Petworth,Benning Road,1.625
Georgia Avenue-Petworth,Bethesda,0.375
Georgia Avenue-Petworth,Braddock Road,1.375
Georgia Avenue-Petworth,Branch Avenue,1.5
Georgia Avenue-Petworth,Brookland,0.875
Georgia Avenue-Petworth,Capitol Heights,1.125
Georgia Avenue-Petworth,Capitol South,0.125
Georgia Avenue-Petworth,Cheverly,0.125
Georgia Avenue-Petworth,Clarendon,0.25
Georgia Avenue-Petworth,Cleveland Park,0.125
Georgia Avenue-Petworth,College Park-U of MD,1.625
Georgia Avenue-Petworth,Columbia Heights,8.75
Georgia Avenue-Petworth,Congress Heights,2.0
Georgia Avenue-Petworth,Court House,1.25
Georgia Avenue-Petworth,Crystal City,1.5
Georgia Avenue-Petworth,Deanwood,0.625
Georgia Avenue-Petworth,Dunn Loring,0.125
Georgia Avenue-Petworth,Dupont Circle,1.5
Georgia Avenue-Petworth,East Falls Church,0.625
Georgia Avenue-Petworth,Eastern Market,1.75
Georgia Avenue-Petworth,Eisenhower Avenue,0.375
Georgia Avenue-Petworth,Farragut North,0.25
Georgia Avenue-Petworth,Foggy Bottom,1.5
Georgia Avenue-Petworth,Forest Glen,1.0
Georgia Avenue-Petworth,Fort Totten,16.0
Georgia Avenue-Petworth,Franconia-Springfield,0.25
Georgia Avenue-Petworth,Friendship Heights,0.375
Georgia Avenue-Petworth,Gallery Place-Chinatown,6.75
Georgia Avenue-Petworth,Georgia Avenue-Petworth,4.875
Georgia Avenue-Petworth,Glenmont,1.875
Georgia Avenue-Petworth,Greenbelt,1.25
Georgia Avenue-Petworth,Grosvenor,0.625
Georgia Avenue-Petworth,Huntington,0.875
Georgia Avenue-Petworth,King Street,0.875
Georgia Avenue-Petworth,L'Enfant Plaza,0.75
Georgia Avenue-Petworth,Landover,0.625
Georgia Avenue-Petworth,Largo Town Center,0.5
Georgia Avenue-Petworth,McPherson Square,0.625
Georgia Avenue-Petworth,Medical Center,0.125
Georgia Avenue-Petworth,Metro Center,0.25
Georgia Avenue-Petworth,Minnesota Avenue,2.625
Georgia Avenue-Petworth,Morgan Blvd.,0.375
Georgia Avenue-Petworth,Mt. Vernon Square-UDC,3.75
Georgia Avenue-Petworth,Navy Yard,2.0
Georgia Avenue-Petworth,Naylor Road,1.25
Georgia Avenue-Petworth,New Carrollton,2.875
Georgia Avenue-Petworth,New York Ave,1.375
Georgia Avenue-Petworth,Pentagon,0.625
Georgia Avenue-Petworth,Pentagon City,0.25
Georgia Avenue-Petworth,Potomac Avenue,1.25
Georgia Avenue-Petworth,Prince George's Plaza,2.75
Georgia Avenue-Petworth,Reagan Washington National Airport,0.125
Georgia Avenue-Petworth,Rhode Island Avenue,1.75
Georgia Avenue-Petworth,Rosslyn,1.125
Georgia Avenue-Petworth,Shady Grove,2.25
Georgia Avenue-Petworth,Shaw-Howard University,2.125
Georgia Avenue-Petworth,Silver Spring,4.5
Georgia Avenue-Petworth,Southern Avenue,1.75
Georgia Avenue-Petworth,Stadium-Armory,1.0
Georgia Avenue-Petworth,Suitland,1.0
Georgia Avenue-Petworth,Takoma,1.5
Georgia Avenue-Petworth,Tenleytown-AU,0.625
Georgia Avenue-Petworth,Twinbrook,0.125
Georgia Avenue-Petworth,U Street-Cardozo,10.25
Georgia Avenue-Petworth,Union Station,1.625
Georgia Avenue-Petworth,Van Dorn Street,0.125
Georgia Avenue-Petworth,Van Ness-UDC,0.25
Georgia Avenue-Petworth,Vienna,0.375
Georgia Avenue-Petworth,Waterfront,0.75
Georgia Avenue-Petworth,West Falls Church,0.5
Georgia Avenue-Petworth,West Hyattsville,3.125
Georgia Avenue-Petworth,Wheaton,0.5
Georgia Avenue-Petworth,White Flint,0.125
Glenmont,Anacostia,0.125
Glenmont,Bethesda,0.625
Glenmont,Brookland,0.875
Glenmont,Clarendon,0.125
Glenmont,College Park-U of MD,0.25
Glenmont,Columbia Heights,1.25
Glenmont,Crystal City,0.25
Glenmont,Dupont Circle,1.0
Glenmont,East Falls Church,0.125
Glenmont,Eastern Market,0.125
Glenmont,Farragut North,0.875
Glenmont,Forest Glen,0.375
Glenmont,Fort Totten,2.25
Glenmont,Franconia-Springfield,0.125
Glenmont,Gallery Place-Chinatown,1.0
Glenmont,Georgia Avenue-Petworth,0.5
Glenmont,Glenmont,3.375
Glenmont,Greenbelt,0.375
Glenmont,Largo Town Center,0.125
Glenmont,Metro Center,0.75
Glenmont,Minnesota Avenue,0.125
Glenmont,Morgan Blvd.,0.25
Glenmont,New Carrollton,0.25
Glenmont,New York Ave,1.125
Glenmont,Pentagon,0.25
Glenmont,Pentagon City,0.125
Glenmont,Prince George's Plaza,0.25
Glenmont,Reagan Washington National Airport,0.375
Glenmont,Rhode Island Avenue,0.875
Glenmont,Rosslyn,0.125
Glenmont,Shady Grove,0.5
Glenmont,Shaw-Howard University,0.125
Glenmont,Silver Spring,3.125
Glenmont,Southern Avenue,0.125
Glenmont,Suitland,0.375
Glenmont,Takoma,0.625
Glenmont,Tenleytown-AU,0.375
Glenmont,Twinbrook,0.25
Glenmont,U Street-Cardozo,0.625
Glenmont,Union Station,0.625
Glenmont,Wheaton,2.75
Glenmont,White Flint,0.25
Glenmont,Woodley Park-Zoo,0.375
Greenbelt,Anacostia,0.25
Greenbelt,Benning Road,0.375
Greenbelt,Bethesda,0.125
Greenbelt,Branch Avenue,0.5
Greenbelt,Brookland,0.25
Greenbelt,College Park-U of MD,0.25
Greenbelt,Columbia Heights,1.875
Greenbelt,Congress Heights,0.125
Greenbelt,Court House,0.125
Greenbelt,Deanwood,0.25
Greenbelt,Dupont Circle,0.25
Greenbelt,Eastern Market,0.125
Greenbelt,Farragut North,0.375
Greenbelt,Foggy Bottom,0.5
Greenbelt,Fort Totten,0.875
Greenbelt,Gallery Place-Chinatown,1.125
Greenbelt,Georgia Avenue-Petworth,0.125
Greenbelt,Greenbelt,1.875
Greenbelt,Grosvenor,0.125
Greenbelt,Largo Town Center,0.25
Greenbelt,McPherson Square,0.125
Greenbelt,Medical Center,0.125
Greenbelt,Morgan Blvd.,0.125
Greenbelt,Mt. Vernon Square-UDC,0.375
Greenbelt,Navy Yard,0.125
Greenbelt,Naylor Road,0.375
Greenbelt,New Carrollton,0.125
Greenbelt,New York Ave,0.375
Greenbelt,Pentagon,0.125
Greenbelt,Pentagon City,0.25
Greenbelt,Potomac Avenue,0.125
Greenbelt,Prince George's Plaza,0.5
Greenbelt,Reagan Washington National Airport,0.125
Greenbelt,Rhode Island Avenue,0.625
Greenbelt,Rosslyn,0.375
Greenbelt,Shady Grove,0.125
Greenbelt,Shaw-Howard University,0.625
Greenbelt,Silver Spring,0.5
Greenbelt,Southern Avenue,0.5
Greenbelt,Stadium-Armory,0.125
Greenbelt,Suitland,0.875
Greenbelt,Takoma,0.25
Greenbelt,U Street-Cardozo,1.5
Greenbelt,Union Station,0.125
Greenbelt,West Hyattsville,1.5
Greenbelt,Wheaton,0.25
Greenbelt,White Flint,0.125
Grosvenor,Bethesda,0.75
Grosvenor,Brookland,0.125
Grosvenor,Capitol South,0.75
Grosvenor,Cleveland Park,0.875
Grosvenor,Columbia Heights,0.375
Grosvenor,Dupont Circle,3.375
Grosvenor,Eastern Market,0.125
Grosvenor,Farragut North,1.0
Grosvenor,Fort Totten,0.25
Grosvenor,Friendship Heights,1.0
Grosvenor,Gallery Place-Chinatown,1.5
Grosvenor,Georgia Avenue-Petworth,0.375
Grosvenor,Grosvenor,2.0
Grosvenor,Judiciary Square,0.25
Grosvenor,King Street,0.125
Grosvenor,Largo Town Center,0.125
Grosvenor,Medical Center,0.375
Grosvenor,Metro Center,0.25
Grosvenor,Morgan Blvd.,0.125
Grosvenor,Mt. Vernon Square-UDC,0.625
Grosvenor,Navy Yard,0.125
Grosvenor,New Carrollton,0.125
Grosvenor,Pentagon City,0.875
Grosvenor,Potomac Avenue,0.125
Grosvenor,Rockville,1.125
Grosvenor,Shady Grove,1.875
Grosvenor,Silver Spring,0.625
Grosvenor,Tenleytown-AU,1.5
Grosvenor,Twinbrook,1.5
Grosvenor,U Street-Cardozo,0.125
Grosvenor,Union Station,0.375
Grosvenor,Van Ness-UDC,1.0
Grosvenor,White Flint,1.125
Grosvenor,Woodley Park-Zoo,1.25
Huntington,Anacostia,0.25
Huntington,Ballston,0.125
Huntington,Benning Road,0.625
Huntington,Braddock Road,3.0
Huntington,Branch Avenue,0.625
Huntington,Capitol Heights,0.125
Huntington,Clarendon,0.125
Huntington,Columbia Heights,1.25
Huntington,Congress Heights,0.125
Huntington,Crystal City,0.75
Huntington,Deanwood,0.25
Huntington,East Falls Church,0.125
Huntington,Eisenhower Avenue,0.375
Huntington,Farragut North,0.25
Huntington,Foggy Bottom,0.125
Huntington,Forest Glen,0.25
Huntington,Fort Totten,1.5
Huntington,Franconia-Springfield,0.75
Huntington,Friendship Heights,0.125
Huntington,Gallery Place-Chinatown,2.125
Huntington,Georgia Avenue-Petworth,0.875
Huntington,Glenmont,0.125
Huntington,Greenbelt,0.25
Huntington,Grosvenor,0.25
Huntington,Huntington,2.625
Huntington,King Street,1.125
Huntington,L'Enfant Plaza,0.25
Huntington,Largo Town Center,0.25
Huntington,McPherson Square,0.125
Huntington,Medical Center,0.125
Huntington,Minnesota Avenue,0.125
Huntington,Morgan Blvd.,0.25
Huntington,Mt. Vernon Square-UDC,1.375
Huntington,Navy Yard,0.375
Huntington,Naylor Road,0.625
Huntington,New Carrollton,0.375
Huntington,New York Ave,0.5
Huntington,Pentagon,0.5
Huntington,Pentagon City,1.5
Huntington,Potomac Avenue,0.5
Huntington,Reagan Washington National Airport,0.125
Huntington,Rosslyn,0.125
Huntington,Shady Grove,0.625
Huntington,Shaw-Howard University,0.125
Huntington,Silver Spring,0.125
Huntington,Southern Avenue,0.25
Huntington,Suitland,0.25
Huntington,U Street-Cardozo,0.625
Huntington,Union Station,0.625
Huntington,Van Dorn Street,0.25
Huntington,Van Ness-UDC,0.25
Huntington,Vienna,0.5
Huntington,Virginia Square-GMU,0.25
Huntington,West Falls Church,0.125
Huntington,Wheaton,0.25
Huntington,Woodley Park-Zoo,0.625
Judiciary Square,Addison Road,0.125
Judiciary Square,Anacostia,0.125
Judiciary Square,Ballston,0.875
Judiciary Square,Bethesda,5.125
Judiciary Square,Branch Avenue,0.125
Judiciary Square,Brookland,2.0
Judiciary Square,Clarendon,0.25
Judiciary Square,Cleveland Park,0.25
Judiciary Square,Columbia Heights,0.5
Judiciary Square,Court House,1.0
Judiciary Square,Crystal City,0.75
Judiciary Square,Dunn Loring,0.5
Judiciary Square,Dupont Circle,2.5
Judiciary Square,East Falls Church,0.75
Judiciary Square,Farragut North,1.625
Judiciary Square,Foggy Bottom,0.25
Judiciary Square,Forest Glen,2.25
Judiciary Square,Fort Totten,1.25
Judiciary Square,Friendship Heights,4.125
Judiciary Square,Gallery Place-Chinatown,0.375
Judiciary Square,Glenmont,2.875
Judiciary Square,Greenbelt,0.25
Judiciary Square,Grosvenor,4.375
Judiciary Square,Huntington,0.375
Judiciary Square,Judiciary Square,2.625
Judiciary Square,King Street,0.375
Judiciary Square,Landover,0.25
Judiciary Square,Largo Town Center,0.375
Judiciary Square,Medical Center,0.25
Judiciary Square,Metro Center,0.125
Judiciary Square,Minnesota Avenue,0.125
Judiciary Square,Navy Yard,0.25
Judiciary Square,Naylor Road,0.125
Judiciary Square,New Carrollton,0.375
Judiciary Square,New York Ave,0.375
Judiciary Square,Pentagon,0.125
Judiciary Square,Pentagon City,0.25
Judiciary Square,Potomac Avenue,0.125
Judiciary Square,Prince George's Plaza,0.5
Judiciary Square,Reagan Washington National Airport,0.25
Judiciary Square,Rhode Island Avenue,0.125
Judiciary Square,Rockville,3.125
Judiciary Square,Rosslyn,0.375
Judiciary Square,Shady Grove,5.375
Judiciary Square,Silver Spring,3.75
Judiciary Square,Takoma,1.125
Judiciary Square,Tenleytown-AU,1.875
Judiciary Square,Twinbrook,0.625
Judiciary Square,U Street-Cardozo,0.375
Judiciary Square,Union Station,0.25
Judiciary Square,Van Ness-UDC,1.375
Judiciary Square,Vienna,1.5
Judiciary Square,Virginia Square-GMU,0.25
Judiciary Square,Waterfront,0.375
Judiciary Square,Wheaton,1.125
Judiciary Square,White Flint,1.0
Judiciary Square,Woodley Park-Zoo,2.375
King Street,Addison Road,1.0
King Street,Anacostia,0.125
King Street,Archives-Navy Memorial,0.5
King Street,Ballston,2.875
King Street,Benning Road,0.75
King Street,Bethesda,0.625
King Street,Braddock Road,2.0
King Street,Branch Avenue,0.25
King Street,Brookland,0.375
King Street,Capitol Heights,0.125
King Street,Capitol South,0.625
King Street,Clarendon,0.5
King Street,Cleveland Park,1.0
King Street,Columbia Heights,3.75
King Street,Congress Heights,0.25
King Street,Court House,1.25
King Street,Crystal City,7.25
King Street,Dunn Loring,1.25
King Street,Dupont Circle,1.875
King Street,East Falls Church,1.0
King Street,Eastern Market,2.25
King Street,Eisenhower Avenue,3.875
King Street,Farragut North,0.25
King Street,Farragut West,2.25
King Street,Federal Center SW,0.125
King Street,Foggy Bottom,3.125
King Street,Fort Totten,2.625
King Street,Franconia-Springfield,12.875
King Street,Friendship Heights,0.875
King Street,Gallery Place-Chinatown,6.0
King Street,Georgia Avenue-Petworth,0.5
King Street,Glenmont,0.125
King Street,Greenbelt,0.125
King Street,Grosvenor,0.125
King Street,Huntington,23.875
King Street,King Street,5.0
King Street,L'Enfant Plaza,1.375
King Street,Landover,0.125
King Street,Largo Town Center,0.5
King Street,McPherson Square,1.625
King Street,Metro Center,2.0
King Street,Mt. Vernon Square-UDC,2.875
King Street,Navy Yard,0.875
King Street,Naylor Road,0.5
King Street,New Carrollton,1.5
King Street,New York Ave,1.375
King Street,Pentagon,2.875
King Street,Pentagon City,7.875
King Street,Potomac Avenue,0.375
King Street,Prince George's Plaza,0.25
King Street,Reagan Washington National Airport,1.0
King Street,Rhode Island Avenue,0.375
King Street,Rockville,0.375
King Street,Rosslyn,3.75
King Street,Shady Grove,0.875
King Street,Shaw-Howard University,0.5
King Street,Silver Spring,0.75
King Street,Southern Avenue,0.125
King Street,Stadium-Armory,0.125
King Street,Suitland,0.375
King Street,Takoma,0.25
King Street,Tenleytown-AU,0.25
King Street,Twinbrook,0.5
King Street,U Street-Cardozo,4.0
King Street,Union Station,0.625
King Street,Van Dorn Street,10.875
King Street,Van Ness-UDC,0.375
King Street,Vienna,4.375
King Street,Virginia Square-GMU,1.0
King Street,Waterfront,0.25
King Street,West Falls Church,1.625
King Street,West Hyattsville,0.375
King Street,Wheaton,0.125
King Street,Woodley Park-Zoo,1.0
L'Enfant Plaza,Addison Road,1.125
L'Enfant Plaza,Anacostia,4.0
L'Enfant Plaza,Ballston,0.75
L'Enfant Plaza,Benning Road,0.25
L'Enfant Plaza,Braddock Road,2.125
L'Enfant Plaza,Branch Avenue,1.0
L'Enfant Plaza,Brookland,1.0
L'Enfant Plaza,Capitol Heights,0.25
L'Enfant Plaza,Capitol South,0.25
L'Enfant Plaza,Cheverly,1.875
L'Enfant Plaza,Clarendon,0.5
L'Enfant Plaza,Cleveland Park,0.25
L'Enfant Plaza,College Park-U of MD,0.75
