ent_station,ext_station,riders_average_weekday_late_night,trip_length
friendship heights,columbia heights,0.875,12
friendship heights,congress heights,0.625,14
friendship heights,court house,0.125,12
friendship heights,crystal city,0.25,13
friendship heights,dunn loring,0.5,18
friendship heights,dupont circle,6.625,5
friendship heights,east falls church,0.75,16
friendship heights,eastern market,1.25,13
friendship heights,eisenhower avenue,0.125,18
friendship heights,farragut north,3.0,6
friendship heights,foggy bottom gwu,0.375,10
friendship heights,forest glen,0.5,17
friendship heights,fort totten,3.0,14
friendship heights,franconia springfield,0.5,19
friendship heights,friendship heights,6.75,0
friendship heights,gallery place,1.625,8
friendship heights,georgia avenue petworth,1.625,13
friendship heights,glenmont,0.875,19
friendship heights,greenbelt,0.375,18
friendship heights,grosvenor strathmore,6.625,3
friendship heights,huntington,0.5,19
friendship heights,judiciary square,0.375,9
friendship heights,king street old town,0.25,17
friendship heights,mcpherson square,0.125,8
friendship heights,medical center,1.625,2
friendship heights,metro center,1.375,7
friendship heights,morgan boulevard,0.375,19
friendship heights,mount vernon square,1.0,9
friendship heights,navy yard ballpark,0.125,12
friendship heights,naylor road,0.625,16
friendship heights,new carrollton,0.5,20
friendship heights,noma gallaudet u,2.0,11
friendship heights,pentagon,0.125,11
friendship heights,pentagon city,0.5,12
friendship heights,potomac avenue,0.75,14
friendship heights,hyattsville crossing,0.75,16
friendship heights,national airport,0.125,14
friendship heights,rhode island avenue,1.625,12
friendship heights,rockville,6.25,6
friendship heights,rosslyn,0.5,11
friendship heights,shady grove,8.25,7
friendship heights,shaw howard university,0.5,10
friendship heights,silver spring,3.375,16
friendship heights,southern avenue,2.0,15
friendship heights,stadium armory,0.125,15
friendship heights,suitland,0.75,17
friendship heights,takoma,1.125,15
friendship heights,tenleytown au,8.0,1
friendship heights,twinbrook,7.875,5
friendship heights,u street,0.375,11
friendship heights,union station,1.0,10
friendship heights,van ness udc,3.375,2
friendship heights,vienna,0.125,19
friendship heights,virginia square gmu,0.25,14
friendship heights,waterfront,0.125,11
friendship heights,west falls church,0.125,17
friendship heights,wheaton,1.25,18
friendship heights,north bethesda,3.375,4
friendship heights,woodley park,10.625,4
gallery place,addison road,5.125,10
gallery place,anacostia,42.625,5
gallery place,archives,0.875,1
gallery place,ballston-mu,12.5,9
gallery place,benning road,10.25,8
gallery place,bethesda,48.375,9
gallery place,braddock road,16.25,8
gallery place,branch avenue,29.5,10
gallery place,brookland cua,38.375,5
gallery place,capitol heights,4.625,9
gallery place,capitol south,3.75,4
gallery place,cheverly,2.75,10
gallery place,clarendon,4.375,7
gallery place,cleveland park,20.375,5
gallery place,college park university of maryland,28.875,9
gallery place,columbia heights,125.625,4
gallery place,congress heights,13.625,6
gallery place,court house,7.0,6
gallery place,crystal city,38.125,5
gallery place,deanwood,4.875,9
gallery place,dunn loring,8.375,12
gallery place,dupont circle,66.75,3
gallery place,east falls church,12.75,10
gallery place,eastern market,10.75,5
gallery place,eisenhower avenue,12.0,10
gallery place,farragut north,19.375,2
gallery place,farragut west,0.875,3
gallery place,federal center sw,0.375,3
gallery place,federal triangle,0.125,2
gallery place,foggy bottom gwu,11.625,4
gallery place,forest glen,17.125,9
gallery place,fort totten,94.625,6
gallery place,franconia springfield,30.625,11
gallery place,friendship heights,26.5,8
gallery place,gallery place,66.0,0
gallery place,georgia avenue petworth,43.5,5
gallery place,glenmont,51.0,11
gallery place,greenbelt,45.0,10
gallery place,grosvenor strathmore,50.375,11
gallery place,huntington,39.5,11
gallery place,judiciary square,0.5,1
gallery place,king street old town,27.625,9
gallery place,l'enfant plaza,12.5,2
gallery place,landover,3.875,11
gallery place,largo,5.75,12
gallery place,mcpherson square,2.125,2
gallery place,medical center,5.5,10
gallery place,metro center,3.25,1
gallery place,minnesota avenue,3.625,8
gallery place,morgan boulevard,2.75,11
gallery place,mount vernon square,5.0,1
gallery place,navy yard ballpark,24.5,4
gallery place,naylor road,21.375,8
gallery place,new carrollton,16.375,12
gallery place,noma gallaudet u,23.625,3
gallery place,pentagon,7.5,3
gallery place,pentagon city,61.375,4
gallery place,potomac avenue,7.0,6
gallery place,hyattsville crossing,20.625,8
gallery place,national airport,2.875,6
gallery place,rhode island avenue,16.0,4
gallery place,rockville,24.875,14
gallery place,rosslyn,12.5,5
gallery place,shady grove,68.25,15
gallery place,shaw howard university,29.625,2
gallery place,silver spring,84.75,8
gallery place,smithsonian,1.125,3
gallery place,southern avenue,17.25,7
gallery place,stadium armory,4.5,7
gallery place,suitland,28.75,9
gallery place,takoma,21.0,7
gallery place,tenleytown au,28.875,7
gallery place,twinbrook,18.0,13
gallery place,u street,66.75,3
gallery place,union station,29.0,2
gallery place,van dorn street,6.5,10
gallery place,van ness udc,29.875,6
gallery place,vienna,24.75,13
gallery place,virginia square gmu,3.25,8
gallery place,waterfront,21.875,3
gallery place,west falls church,8.125,11
gallery place,west hyattsville,24.5,7
gallery place,wheaton,28.75,10
gallery place,north bethesda,17.125,12
gallery place,woodley park,34.25,4
georgia avenue petworth,addison road,0.5,15
georgia avenue petworth,anacostia,7.375,10
georgia avenue petworth,archives,0.375,6
georgia avenue petworth,ballston-mu,0.75,14
georgia avenue petworth,benning road,1.625,13
georgia avenue petworth,bethesda,0.375,14
georgia avenue petworth,braddock road,1.375,13
georgia avenue petworth,branch avenue,1.5,15
georgia avenue petworth,brookland cua,0.875,2
georgia avenue petworth,capitol heights,1.125,14
georgia avenue petworth,capitol south,0.125,9
georgia avenue petworth,cheverly,0.125,15
georgia avenue petworth,clarendon,0.25,12
georgia avenue petworth,cleveland park,0.125,10
georgia avenue petworth,college park university of maryland,1.625,4
georgia avenue petworth,columbia heights,8.75,1
georgia avenue petworth,congress heights,2.0,11
georgia avenue petworth,court house,1.25,11
georgia avenue petworth,crystal city,1.5,10
georgia avenue petworth,deanwood,0.625,14
georgia avenue petworth,dunn loring,0.125,17
georgia avenue petworth,dupont circle,1.5,8
georgia avenue petworth,east falls church,0.625,15
georgia avenue petworth,eastern market,1.75,10
georgia avenue petworth,eisenhower avenue,0.375,15
georgia avenue petworth,farragut north,0.25,7
georgia avenue petworth,foggy bottom gwu,1.5,9
georgia avenue petworth,forest glen,1.0,4
georgia avenue petworth,fort totten,16.0,1
georgia avenue petworth,franconia springfield,0.25,16
georgia avenue petworth,friendship heights,0.375,13
georgia avenue petworth,gallery place,6.75,5
georgia avenue petworth,georgia avenue petworth,4.875,0
georgia avenue petworth,glenmont,1.875,6
georgia avenue petworth,greenbelt,1.25,5
georgia avenue petworth,grosvenor strathmore,0.625,16
georgia avenue petworth,huntington,0.875,16
georgia avenue petworth,king street old town,0.875,14
georgia avenue petworth,l'enfant plaza,0.75,7
georgia avenue petworth,landover,0.625,16
georgia avenue petworth,largo,0.5,17
georgia avenue petworth,mcpherson square,0.625,7
georgia avenue petworth,medical center,0.125,15
georgia avenue petworth,metro center,0.25,6
georgia avenue petworth,minnesota avenue,2.625,13
georgia avenue petworth,morgan boulevard,0.375,16
georgia avenue petworth,mount vernon square,3.75,4
georgia avenue petworth,navy yard ballpark,2.0,9
georgia avenue petworth,naylor road,1.25,13
georgia avenue petworth,new carrollton,2.875,17
georgia avenue petworth,noma gallaudet u,1.375,4
georgia avenue petworth,pentagon,0.625,8
georgia avenue petworth,pentagon city,0.25,9
georgia avenue petworth,potomac avenue,1.25,11
georgia avenue petworth,hyattsville crossing,2.75,3
georgia avenue petworth,national airport,0.125,11
georgia avenue petworth,rhode island avenue,1.75,3
georgia avenue petworth,rosslyn,1.125,10
georgia avenue petworth,shady grove,2.25,20
georgia avenue petworth,shaw howard university,2.125,3
georgia avenue petworth,silver spring,4.5,3
georgia avenue petworth,southern avenue,1.75,12
georgia avenue petworth,stadium armory,1.0,12
georgia avenue petworth,suitland,1.0,14
georgia avenue petworth,takoma,1.5,2
georgia avenue petworth,tenleytown au,0.625,12
georgia avenue petworth,twinbrook,0.125,18
georgia avenue petworth,u street,10.25,2
georgia avenue petworth,union station,1.625,5
georgia avenue petworth,van dorn street,0.125,15
georgia avenue petworth,van ness udc,0.25,11
georgia avenue petworth,vienna,0.375,18
georgia avenue petworth,waterfront,0.75,8
georgia avenue petworth,west falls church,0.5,16
georgia avenue petworth,west hyattsville,3.125,2
georgia avenue petworth,wheaton,0.5,5
georgia avenue petworth,north bethesda,0.125,17
glenmont,anacostia,0.125,16
glenmont,bethesda,0.625,20
glenmont,brookland cua,0.875,6
glenmont,clarendon,0.125,18
glenmont,college park university of maryland,0.25,8
glenmont,columbia heights,1.25,7
glenmont,crystal city,0.25,16
glenmont,dupont circle,1.0,14
glenmont,east falls church,0.125,21
glenmont,eastern market,0.125,16
glenmont,farragut north,0.875,13
glenmont,forest glen,0.375,2
glenmont,fort totten,2.25,5
glenmont,franconia springfield,0.125,22
glenmont,gallery place,1.0,11
glenmont,georgia avenue petworth,0.5,6
glenmont,glenmont,3.375,0
glenmont,greenbelt,0.375,9
glenmont,largo,0.125,23
glenmont,metro center,0.75,12
glenmont,minnesota avenue,0.125,19
glenmont,morgan boulevard,0.25,22
glenmont,new carrollton,0.25,23
glenmont,noma gallaudet u,1.125,8
glenmont,pentagon,0.25,14
glenmont,pentagon city,0.125,15
glenmont,hyattsville crossing,0.25,7
glenmont,national airport,0.375,17
glenmont,rhode island avenue,0.875,7
glenmont,rosslyn,0.125,16
glenmont,shady grove,0.5,26
glenmont,shaw howard university,0.125,9
glenmont,silver spring,3.125,3
glenmont,southern avenue,0.125,18
glenmont,suitland,0.375,20
glenmont,takoma,0.625,4
glenmont,tenleytown au,0.375,18
glenmont,twinbrook,0.25,24
glenmont,u street,0.625,8
glenmont,union station,0.625,9
glenmont,wheaton,2.75,1
glenmont,north bethesda,0.25,23
glenmont,woodley park,0.375,15
greenbelt,anacostia,0.25,15
greenbelt,benning road,0.375,18
greenbelt,bethesda,0.125,19
greenbelt,branch avenue,0.5,20
greenbelt,brookland cua,0.25,5
greenbelt,college park university of maryland,0.25,1
greenbelt,columbia heights,1.875,6
greenbelt,congress heights,0.125,16
greenbelt,court house,0.125,16
greenbelt,deanwood,0.25,19
greenbelt,dupont circle,0.25,13
greenbelt,eastern market,0.125,15
greenbelt,farragut north,0.375,12
greenbelt,foggy bottom gwu,0.5,14
greenbelt,fort totten,0.875,4
greenbelt,gallery place,1.125,10
greenbelt,georgia avenue petworth,0.125,5
greenbelt,greenbelt,1.875,0
greenbelt,grosvenor strathmore,0.125,21
greenbelt,largo,0.25,22
greenbelt,mcpherson square,0.125,12
greenbelt,medical center,0.125,20
greenbelt,morgan boulevard,0.125,21
greenbelt,mount vernon square,0.375,9
greenbelt,navy yard ballpark,0.125,14
greenbelt,naylor road,0.375,18
greenbelt,new carrollton,0.125,22
greenbelt,noma gallaudet u,0.375,7
greenbelt,pentagon,0.125,13
greenbelt,pentagon city,0.25,14
greenbelt,potomac avenue,0.125,16
greenbelt,hyattsville crossing,0.5,2
greenbelt,national airport,0.125,16
greenbelt,rhode island avenue,0.625,6
greenbelt,rosslyn,0.375,15
greenbelt,shady grove,0.125,25
greenbelt,shaw howard university,0.625,8
greenbelt,silver spring,0.5,6
greenbelt,southern avenue,0.5,17
greenbelt,stadium armory,0.125,17
greenbelt,suitland,0.875,19
greenbelt,takoma,0.25,5
greenbelt,u street,1.5,7
greenbelt,union station,0.125,8
greenbelt,west hyattsville,1.5,3
greenbelt,wheaton,0.25,8
greenbelt,north bethesda,0.125,22
grosvenor strathmore,bethesda,0.75,2
grosvenor strathmore,brookland cua,0.125,16
grosvenor strathmore,capitol south,0.75,15
grosvenor strathmore,cleveland park,0.875,6
grosvenor strathmore,columbia heights,0.375,15
grosvenor strathmore,dupont circle,3.375,8
grosvenor strathmore,eastern market,0.125,16
grosvenor strathmore,farragut north,1.0,9
grosvenor strathmore,fort totten,0.25,17
grosvenor strathmore,friendship heights,1.0,3
grosvenor strathmore,gallery place,1.5,11
grosvenor strathmore,georgia avenue petworth,0.375,16
grosvenor strathmore,grosvenor strathmore,2.0,0
grosvenor strathmore,judiciary square,0.25,12
grosvenor strathmore,king street old town,0.125,20
grosvenor strathmore,largo,0.125,23
grosvenor strathmore,medical center,0.375,1
grosvenor strathmore,metro center,0.25,10
grosvenor strathmore,morgan boulevard,0.125,22
grosvenor strathmore,mount vernon square,0.625,12
grosvenor strathmore,navy yard ballpark,0.125,15
grosvenor strathmore,new carrollton,0.125,23
grosvenor strathmore,pentagon city,0.875,15
grosvenor strathmore,potomac avenue,0.125,17
grosvenor strathmore,rockville,1.125,3
grosvenor strathmore,shady grove,1.875,4
grosvenor strathmore,silver spring,0.625,19
grosvenor strathmore,tenleytown au,1.5,4
grosvenor strathmore,twinbrook,1.5,2
grosvenor strathmore,u street,0.125,14
grosvenor strathmore,union station,0.375,13
grosvenor strathmore,van ness udc,1.0,5
grosvenor strathmore,north bethesda,1.125,1
grosvenor strathmore,woodley park,1.25,7
huntington,anacostia,0.25,12
huntington,ballston-mu,0.125,14
huntington,benning road,0.625,15
huntington,braddock road,3.0,3
huntington,branch avenue,0.625,17
huntington,capitol heights,0.125,16
huntington,clarendon,0.125,12
huntington,columbia heights,1.25,15
huntington,congress heights,0.125,13
huntington,crystal city,0.75,6
huntington,deanwood,0.25,16
huntington,east falls church,0.125,15
huntington,eisenhower avenue,0.375,1
huntington,farragut north,0.25,13
huntington,foggy bottom gwu,0.125,11
huntington,forest glen,0.25,20
huntington,fort totten,1.5,17
huntington,franconia springfield,0.75,4
huntington,friendship heights,0.125,19
huntington,gallery place,2.125,11
huntington,georgia avenue petworth,0.875,16
huntington,glenmont,0.125,22
huntington,greenbelt,0.25,21
huntington,grosvenor strathmore,0.25,22
huntington,huntington,2.625,0
huntington,king street old town,1.125,2
huntington,l'enfant plaza,0.25,9
huntington,largo,0.25,19
huntington,mcpherson square,0.125,13
huntington,medical center,0.125,21
huntington,minnesota avenue,0.125,15
huntington,morgan boulevard,0.25,18
huntington,mount vernon square,1.375,12
huntington,navy yard ballpark,0.375,11
huntington,naylor road,0.625,15
huntington,new carrollton,0.375,19
huntington,noma gallaudet u,0.5,14
huntington,pentagon,0.5,8
huntington,pentagon city,1.5,7
huntington,potomac avenue,0.5,13
huntington,national airport,0.125,5
huntington,rosslyn,0.125,10
huntington,shady grove,0.625,26
huntington,shaw howard university,0.125,13
huntington,silver spring,0.125,19
huntington,southern avenue,0.25,14
huntington,suitland,0.25,16
huntington,u street,0.625,14
huntington,union station,0.625,13
huntington,van dorn street,0.25,3
